#q1           q2            q3            q4            q5            q6            q7            q8            q9            q10           q11           q12           q13           q14           q15           q16           lamb9         lamb10        lamb11        lamb12        lamb13        lamb14        lamb15        lamb16        
-9.2251263496156149e-17  9.9999999999999967e-01  8.7982232345413469e-02  2.8740759518926668e+00  8.6489194589461138e-01  1.3363078904371621e+01  8.5463324663060245e+00  8.5521768410667278e+01  9.3342865438085411e+01  6.9991313620548021e+02  1.1394625861303305e+03  7.0270641300184980e+03  1.5505548206808538e+04  8.4174499487156107e+04  2.3399140895142665e+05  1.1772418686813070e+06  3.5198172077026094e-02  4.5872736252873009e-01  -6.1159464197170039e-03  7.0021982320295668e-03  -1.3502000158674592e-03  1.2179447346853194e-04  -5.9060152377350399e-06  1.2726969102324927e-07  
8.3161681112218082e-17  9.9999999999999967e-01  1.8217450334238311e-01  3.0748879400926512e+00  1.8702607005022618e+00  1.6498348893327542e+01  2.0673611816929892e+01  1.3198623871023293e+02  2.6975293088331370e+02  1.4587912057559922e+03  4.1922650107630989e+03  2.1167176866949692e+04  7.7222976184705913e+04  3.8716682235569099e+05  1.6726307474268526e+06  8.6360435969401933e+06  9.0391667206523571e-02  5.0199941132998727e-01  -3.0266795462444707e-02  1.0345777986325781e-03  -2.2655677753323413e-05  3.0337438702788621e-07  -2.2756990888365620e-09  7.4216612053964435e-12  
-4.8020671378289202e-16  9.9999999999999933e-01  1.2965843456940540e-01  2.9240472191958506e+00  1.2431799213455319e+00  1.4094191896229017e+01  1.2245807329433797e+01  9.5267472389537872e+01  1.3575225642382696e+02  8.3705229446031422e+02  1.7075427724174731e+03  9.1331341429056865e+03  2.4244220552365769e+04  1.1974139809172245e+05  3.8564168304625922e+05  1.8372867762199540e+06  6.3210144966976689e-02  4.6915280071581156e-01  -1.8173378790106835e-02  5.8225169642277556e-03  -8.1442358265745092e-04  7.0488722289030215e-05  -3.4013180127577176e-06  7.2407849616558727e-08  
2.7803084742807728e-18  1.0000000000000004e+00  2.5984520170662750e-01  3.1494115646065555e+00  2.7321044471897373e+00  1.8078930937169648e+01  3.1699523708907456e+01  1.6302592793829288e+02  4.4784749476894109e+02  2.1259711767170547e+03  7.8054064493293135e+03  3.7566502742480290e+04  1.6717011722605754e+05  8.5409250723649689e+05  4.3565584165416341e+06  2.4051765226587918e+07  1.2832027554499559e-01  5.0325157476614868e-01  -4.3175855723552932e-02  2.2207166049627368e-03  -7.1269220177700560e-05  1.4315999747850692e-06  -1.6488908613901194e-08  8.2659988854496903e-11  
-1.3611891975554042e-15  9.9999999999999978e-01  -1.9447548130638051e-02  3.0123316489388308e+00  -1.9777266214602879e-01  1.5189433210719413e+01  -2.1191703611446324e+00  1.0772241115416747e+02  -2.6042645066589003e+01  9.8701991672103145e+02  -3.6801868596433502e+02  1.1110161150136266e+04  -5.9215309206145093e+03  1.4859382233736408e+05  -1.0727003721188079e+05  2.3060518505397537e+06  -9.4495321256012135e-03  5.0291707887412718e-01  3.0828908234901086e-03  -4.8012159877582170e-04  1.2376073383957712e-05  1.4767634918295991e-06  -1.9780128175859890e-07  6.4575978984593867e-09  
-1.6890473382265382e-16  1.0000000000000000e+00  5.2786876433969489e-02  3.0067097897919490e+00  5.2924090827678638e-01  1.5128899708539166e+01  5.5839742493644913e+00  1.0720582993534039e+02  6.7525572890237385e+01  9.8423232563817351e+02  9.3891136212281469e+02  1.1146630273202589e+04  1.4872188119251194e+04  1.5078363582549902e+05  2.6550014968894323e+05  2.3812149253544761e+06  2.6366347549591232e-02  5.0028238555750382e-01  -8.7921208917218791e-03  6.8869490281344759e-05  -3.0124738545495158e-07  7.6677879650516713e-10  -1.0679388796761212e-12  6.3223072150025300e-16  
2.7757193648934765e-17  1.0000000000000002e+00  1.8066501026722656e-01  3.0770012367686204e+00  1.8592845074393272e+00  1.6531277458833241e+01  2.0622657324335879e+01  1.3253569989404264e+02  2.7032139136473450e+02  1.4700269028523628e+03  4.2263798501333740e+03  2.1447371127685965e+04  7.8460223210319964e+04  3.9542667092518270e+05  1.7165247560075657e+06  8.9163455794617422e+06  8.9425826207967227e-02  5.0273455911773124e-01  -2.9943718867776855e-02  8.8455489221643416e-04  -1.5310511114996261e-05  1.5708885028133384e-07  -8.8627246122576098e-10  2.1213763247983367e-12  
-1.3584269208047050e-16  1.0000000000000002e+00  1.3639443314030625e-01  3.0430628451043051e+00  1.3855508694889718e+00  1.5846910318367248e+01  1.4993908325008530e+01  1.1991441100397623e+02  1.8891627516010107e+02  1.2203613327396013e+03  2.7892770353596839e+03  1.5934061976245257e+04  4.7946239355403108e+04  2.5789320941715344e+05  9.5134376869820885e+05  5.0320629190831427e+06  6.7843067064406515e-02  5.0141004354126895e-01  -2.2673246088716969e-02  5.3431518354349783e-04  -7.5807425345123461e-06  6.4757107130680911e-08  -3.0927140481179326e-10  6.3804098166887089e-13  
-7.0728995655228707e-17  9.9999999999999978e-01  1.6037023241748899e-01  3.0591287827853448e+00  1.6382623626748536e+00  1.6171914874288824e+01  1.7925067087481306e+01  1.2586504008502931e+02  2.2994533486270254e+02  1.3362046282553422e+03  3.4853855583740406e+03  1.8430934909954074e+04  6.2075031303268624e+04  3.1819881654950074e+05  1.2885505256731890e+06  6.6679686503513446e+06  7.9643190856471577e-02  5.0182901052453577e-01  -2.6643543600930224e-02  7.5626308867441446e-04  -1.3005326537535758e-05  1.3474700831019494e-07  -7.8040894054046816e-10  1.9528588706805016e-12  
-4.9996009940769460e-17  1.0000000000000004e+00  2.2116536979661031e-01  3.1098666184743990e+00  2.2977322696004907e+00  1.7229918092599885e+01  2.6008317632690382e+01  1.4606946304097494e+02  3.5279779493159475e+02  1.7530960363610166e+03  5.8008529858495240e+03  2.8134594281905054e+04  1.1518927599093285e+05  5.7639851481709606e+05  2.7403177390067810e+06  1.4541283080886377e+07  1.0939352024392525e-01  5.0274254519389572e-01  -3.6700257725044781e-02  1.5504261372978672e-03  -4.3338014783852620e-05  7.5573359473709688e-07  -7.4420191145378738e-09  3.1789316546441154e-11  
-1.0546609598881899e-16  1.0000000000000000e+00  1.5545809183887410e-01  2.9632382248379132e+00  1.5022411779822604e+00  1.4703069219485037e+01  1.5098254955632093e+01  1.0401368057802856e+02  1.7283312487624966e+02  9.7143488787814476e+02  2.2710712627948760e+03  1.1411466536474953e+04  3.4059992068322281e+04  1.6258868216478490e+05  5.7818734192932153e+05  2.7285474219471072e+06  7.8335424210774038e-02  4.7655986177095111e-01  -2.4360146434946366e-02  4.9992123703749385e-03  -5.7864629704047592e-04  3.9276750034767070e-05  -1.4279917510592946e-06  2.1768116857159055e-08  
6.9286911393530273e-17  1.0000000000000000e+00  1.2611601038645440e-01  3.0360949294072439e+00  1.2775148290549179e+00  1.5710675498416869e+01  1.3753077737785915e+01  1.1748796754237473e+02  1.7186948343694581e+02  1.1743834926853604e+03  2.5079989695556583e+03  1.4971912062607335e+04  4.2439209589503203e+04  2.3542958127670971e+05  8.2541738642613520e+05  4.4461703956335420e+06  6.2804630925396149e-02  5.0103633834268402e-01  -2.0978531031467705e-02  4.8628891158150861e-04  -7.5682542399004085e-06  7.6570126199635499e-08  -4.5887298380054277e-10  1.2590252995594638e-12  
-5.0855346386934858e-15  9.9999999999999978e-01  1.4899809140614109e-01  3.0509352873437408e+00  1.5175989050888861e+00  1.6006653843482422e+01  1.6510067063960889e+01  1.2283400960142247e+02  2.0984054698428244e+02  1.2768773880459864e+03  3.1381425401644883e+03  1.7141069343055708e+04  5.4888370100969376e+04  2.8668323784455960e+05  1.1135267521509661e+06  5.8009260483241798e+06  7.4063028442560602e-02  5.0156251776659477e-01  -2.4762940293873038e-02  6.5685696991112650e-04  -1.0923390966496786e-05  1.1144733015308045e-07  -6.3820211889184160e-10  1.5805041734375547e-12  
-3.2811794500354324e-15  9.9999999999999045e-01  1.7576895690875829e-01  3.0398978110137485e+00  1.7628410331967395e+00  1.5902813517045910e+01  1.8803366230655097e+01  1.2200284564680101e+02  2.3351472417648827e+02  1.2694646471848630e+03  3.4014257263338277e+03  1.7014420115385794e+04  5.7743352028968919e+04  2.8215670667977806e+05  1.1319408182232990e+06  5.6036944881877629e+06  8.8541172473686355e-02  4.9451389904069859e-01  -2.9352658009452900e-02  2.2252300181081841e-03  -1.3782935004436761e-04  6.6191242588292448e-06  -2.0866676786282535e-07  2.9898454641816395e-09  
6.3773005184842695e-17  9.9999999999999944e-01  1.4336418621057728e-01  3.0476448450406215e+00  1.4588340226852192e+00  1.5938569637533657e+01  1.5838453418348717e+01  1.2157567453466990e+02  2.0060746236601736e+02  1.2523426476994821e+03  2.9845619359035477e+03  1.6614277856503151e+04  5.1833662228933914e+04  2.7406013372901431e+05  1.0420623947084222e+06  5.4622852694208585e+06  7.1267254758157178e-02  5.0156754207612908e-01  -2.3823708896702732e-02  5.8798330516510969e-04  -8.7913137639701137e-06  7.9766079465223380e-08  -4.0653002699719254e-10  8.9845377250167548e-13  
1.1255327717115360e-16  1.0000000000000000e+00  -2.4794203684725599e-01  3.1355700121471526e+00  -2.5950642676630675e+00  1.7783024303757429e+01  -2.9838520672349574e+01  1.5706369577178955e+02  -4.1547312767193722e+02  1.9924384585847440e+03  -7.0942432214219070e+03  3.4102728772319191e+04  -1.4799896833173945e+05  7.4904559135662054e+05  -3.7381256253877571e+06  2.0337326659825731e+07  -1.2256455269088154e-01  5.0284627828671336e-01  4.1188971230066665e-02  2.0466431729376320e-03  6.6757026399990278e-05  1.3560138913589814e-06  1.5756508688998174e-08  8.3227763314959876e-11  
-5.5228110203457978e-18  1.0000000000000000e+00  -5.4266926671617546e-02  2.9851547134903202e+00  -5.5098575216059964e-01  1.4812305923861276e+01  -5.8368070542513371e+00  1.0289372237330511e+02  -7.0293844227491320e+01  9.2154519951696716e+02  -9.6608767768542259e+02  1.0145168060350052e+04  -1.5022040891031802e+04  1.3309992791224335e+05  -2.6165094013878674e+05  2.0362826684430551e+06  -2.5316505462692148e-02  4.9493950595805214e-01  7.6610335094894309e-03  8.7853826234285815e-04  1.6829443443884003e-04  1.5296731527321961e-05  6.0902327436473890e-07  8.4589838938344932e-09  
2.1010127857962803e-16  1.0000000000000000e+00  -2.3968379620011557e-02  2.9899294156158827e+00  -2.4133490551509088e-01  1.4854159924523501e+01  -2.5421937415072233e+00  1.0303821080857402e+02  -3.0495225310092451e+01  9.1686263554514585e+02  -4.1769007333922144e+02  9.9532450980993599e+03  -6.4687527317493532e+03  1.2752248110117277e+05  -1.1201504539306143e+05  1.8835790647612819e+06  -1.1607650780716140e-02  4.9730587680708144e-01  3.7117097237959660e-03  4.4512747585422389e-04  3.2893859684931415e-05  4.1603183448672205e-06  2.8473083279529896e-07  6.6835871662178143e-09  
-6.2539672945606484e-17  1.0000000000000002e+00  2.3701448993370555e-01  3.1283620981392080e+00  2.4804463704514839e+00  1.7617956167371617e+01  2.8466225626513154e+01  1.5375601450208012e+02  3.9473934250651342e+02  1.9219539799461834e+03  6.6988890625359882e+03  3.2415823101518683e+04  1.3871269968494339e+05  7.0291325480698817e+05  3.4768815496570263e+06  1.8892569505139373e+07  1.1689880612964917e-01  5.0359965245075367e-01  -3.9265966667968950e-02  1.6950428051063311e-03  -4.5927261674743881e-05  7.6309158399521671e-07  -7.1595425485795579e-09  2.9329703102373992e-11  
-9.4248550110133419e-17  1.0000000000000002e+00  1.3452276497931881e-01  3.0413565245197161e+00  1.3653230118536483e+00  1.5814720922106584e+01  1.4753017142317123e+01  1.1935036956834301e+02  1.8546748380668015e+02  1.2097088974376607e+03  2.7298896004017824e+03  1.5709798480863788e+04  4.6734410651924845e+04  2.5258905000793582e+05  9.2254012270649616e+05  4.8911967892673276e+06  6.6950295979385732e-02  5.0124669093787400e-01  -2.2373394114439872e-02  5.4118244240982847e-04  -8.0141616370711778e-06  7.2105884497651629e-08  -3.6346347318277640e-10  7.9117666133187826e-13  
3.6773132568150889e-16  9.9999999999999822e-01  -4.9050547714435906e-02  2.9918334485022053e+00  -4.7045067232645671e-01  1.4880658646521601e+01  -4.7070274909844416e+00  1.0333383499426148e+02  -5.3440186943743619e+01  9.1954776718340941e+02  -6.8978487597333697e+02  9.9600828537628622e+03  -1.0015765000363899e+04  1.2684230031600571e+05  -1.6164923751312550e+05  1.8521696965369484e+06  -2.6583865135221839e-02  4.9765552403358132e-01  9.4375068830547561e-03  3.8802759833840789e-04  -1.0291110984957778e-04  1.1300314045309509e-05  -7.0934828813120780e-07  1.9313450729472286e-07  
2.7047640851402965e-17  1.0000000000000000e+00  2.0401288768608067e-01  3.0920431289814814e+00  2.1048914345597036e+00  1.6859003381131444e+01  2.3514298131767358e+01  1.3887140459951115e+02  3.1231054320925705e+02  1.5999954541448635e+03  4.9815444719869201e+03  2.4418026477797837e+04  9.5001558688607882e+04  4.7231769442641584e+05  2.1484164958973140e+06  1.1179342505893860e+07  1.0118809132856121e-01  5.0205169145833672e-01  -3.3919968058961567e-02  1.3725386270901632e-03  -3.5903444135076052e-05  5.9228809354031780e-07  -5.5838674822266610e-09  2.2953824932129288e-11  
-9.9992095691306787e-15  1.0000000000000000e+00  -1.3000342298197007e-01  3.0386716403256226e+00  -1.3182594371607945e+00  1.5760900841917600e+01  -1.4218829813023135e+01  1.1837906684955880e+02  -1.7822492007514958e+02  1.1911851928973610e+03  -2.6119644779339751e+03  1.5321327607857183e+04  -4.4454127100327991e+04  2.4352557244812176e+05  -8.7097148152588354e+05  4.6554231644614860e+06  -6.4713960802383605e-02  5.0117671195431157e-01  2.1621116121436686e-02  5.0364551084607025e-04  7.4384649772640857e-06  6.8137529558337076e-08  3.5134281861656663e-10  7.7339623561034231e-13  
-4.4344853823120403e-17  1.0000000000000000e+00  -1.1942147673572855e-01  3.0335852157177516e+00  -1.2093052828411028e+00  1.5655754105811484e+01  -1.3003958164510253e+01  1.1645579896324089e+02  -1.6213899977800642e+02  1.1543970700396392e+03  -2.3573123414515344e+03  1.4553258889224588e+04  -3.9678809125583677e+04  2.2578886933544386e+05  -7.6633714925691183e+05  4.2009005056658415e+06  -5.9444321568080341e-02  5.0122795572860390e-01  1.9854620801790537e-02  3.8573064385664843e-04  4.2792094609293167e-06  2.7559472993841525e-08  9.5845111166436041e-11  1.3858543473763258e-13  
-4.0197519273296017e-17  1.0000000000000000e+00  1.3557433099857633e-01  3.0425170126866989e+00  1.3769176576907838e+00  1.5836077486222459e+01  1.4894422552162336e+01  1.1971918125061036e+02  1.8754156979269888e+02  1.2166217117479080e+03  2.7663998871339331e+03  1.5854936570700227e+04  4.7493345031340905e+04  2.5602366906221476e+05  9.4084918873727589e+05  4.9826530364909088e+06  6.7441824233570077e-02  5.0138714743603829e-01  -2.2538788232062408e-02  5.2899696723533718e-04  -7.4158768479858981e-06  6.2138775369109154e-08  -2.8819881270159579e-10  5.7035734731173509e-13  
1.3700904920131747e-17  1.0000000000000000e+00  -7.9451156640455101e-02  2.9347659719251999e+00  -7.9079462113319421e-01  1.4140037831849421e+01  -8.0743594277464847e+00  9.4641168239893247e+01  -9.2461101345285300e+01  8.1384504030749883e+02  -1.1955444038715439e+03  8.5995588761913023e+03  -1.7351200298581134e+04  1.0844142631993313e+05  -2.8047853208235645e+05  1.5970481037708828e+06  -3.5544184998123236e-02  4.7913621952392837e-01  9.3661935215937978e-03  3.5595108586498041e-03  5.8156958767349015e-04  5.4014625679460629e-05  3.0801222133536032e-06  8.6759021748526761e-08  
1.2484512108183135e-17  1.0000000000000000e+00  1.7415974890029992e-01  3.0688060537289577e+00  1.7845141289697601e+00  1.6372182571179884e+01  1.9647641722615390e+01  1.2960965991036778e+02  2.5468346822399241e+02  1.4108380310427053e+03  3.9200617352436338e+03  2.0085595603793019e+04  7.1278833403587254e+04  3.5954294025091722e+05  1.5189038691657900e+06  7.8353099362565028e+06  8.6447086177117508e-02  5.0192168969222029e-01  -2.8935700601328950e-02  9.3037965087620672e-04  -1.8931400843672286e-05  2.3873136001542334e-07  -1.7110929706535998e-09  5.4221272490228582e-12  
-1.1858937927532738e-16  1.0000000000000004e+00  -1.9165842403701375e-01  3.0852600632212037e+00  -1.9771745997264782e+00  1.6705826696584978e+01  -2.2043646440275843e+01  1.3587932669814634e+02  -2.9148277097350842e+02  1.5387530201098978e+03  -4.6165415753533525e+03  2.3032281799308119e+04  -8.7211145449826363e+04  4.3701736824965023e+05  -1.9502974724455625e+06  1.0161993024663460e+07  -9.4846125382204632e-02  5.0273186544543302e-01  3.1772513126807921e-02  1.0528551939937407e-03  2.1969115065394813e-05  2.8795437321389971e-07  2.1841227833564306e-09  7.3283848222034133e-12  
-7.3577902764465724e-16  1.0000000000000009e+00  2.0962893349964710e-02  2.9939101096608067e+00  2.0104624855932202e-01  1.4908253603979469e+01  2.0157396214666745e+00  1.0370433077631962e+02  2.2990318811298394e+01  9.2532349942669180e+02  2.9896752763965713e+02  1.0065361752116427e+04  4.3876346052904200e+03  1.2903125993725052e+05  7.1830059033573518e+04  1.9026796819249331e+06  1.1443980497334836e-02  4.9849668255570256e-01  -4.1072598089338412e-03  2.3606469564722528e-04  5.5016217269075117e-05  4.1306652616154298e-06  2.8053203666597480e-07  1.1041863336811289e-08  
5.5525938093588715e-18  1.0000000000000004e+00  -5.8400000761748991e-02  3.0297984128602797e+00  -5.9955397311927516e-01  1.5493962659832910e+01  -6.5329208013081699e+00  1.1267237689329487e+02  -8.2341318127321884e+01  1.0733902940943954e+03  -1.2053382756764620e+03  1.2775365058069250e+04  -2.0321655695000158e+04  1.8424848935874182e+05  -3.9083888067568914e+05  3.1525734853763515e+06  -2.8364189566410396e-02  5.0552765650819365e-01  9.3667486406906145e-03  -7.8040067763433731e-04  5.6531517360898962e-06  6.2322032136596613e-07  -1.5179557191704370e-08  2.0902089715490666e-09  
1.1081585981335622e-17  1.0000000000000007e+00  9.2266207243873757e-02  3.0205627783385753e+00  9.3005147127356080e-01  1.5397253515354912e+01  9.9118826640384974e+00  1.1185972544100106e+02  1.2179303475291677e+02  1.0686088771952866e+03  1.7331722062644046e+03  1.2805597203764532e+04  2.8331941805768271e+04  1.8649842384250465e+05  5.2688024911413505e+05  3.2240750994321732e+06  4.5987232688017417e-02  5.0086670070393313e-01  -1.5346730323557158e-02  2.0867884958644214e-04  -1.5954541208927287e-06  7.1725231833385841e-09  -1.7823390636555721e-11  1.8987029995180071e-14  
-6.3993566802648924e-17  1.0000000000000000e+00  1.1167445531195264e-01  3.0601016314308169e+00  1.1469392549243629e+00  1.6033586673066683e+01  1.2564846240454294e+01  1.2152769431765887e+02  1.5992822563362859e+02  1.2277762188143975e+03  2.3713593379438294e+03  1.5716954750147592e+04  4.0529171098801162e+04  2.4568471216747630e+05  7.8830315203704557e+05  4.5520722492804592e+06  5.5165689949917940e-02  5.0940928792986861e-01  -1.8654018247411423e-02  -1.1778799469647906e-03  7.3866825579365478e-05  1.3820727950551148e-05  8.4677384639740073e-07  2.1630442543021541e-08  
1.3170428953712278e-15  9.9999999999999978e-01  6.1992595870078611e-02  2.9692548981343632e+00  6.1734280769617222e-01  1.4587785872413106e+01  6.3852687676046012e+00  9.9928996053124308e+01  7.4766041003022593e+01  8.7933073249646543e+02  9.9505889262699452e+02  9.4768287456992093e+03  1.4925599732269840e+04  1.2125927272804585e+05  2.4983454555612823e+05  1.8018313342575906e+06  2.9752880122664999e-02  4.9027437705939897e-01  -9.1488498689895129e-03  1.7020305565433088e-03  -1.8122486027196828e-04  1.7412565523109409e-05  -1.0139362737040435e-06  2.2919920896171748e-08  
8.0070683478937779e-17  9.9999999999999978e-01  2.5879138655903922e-01  3.0908820147423604e+00  2.6152368673919288e+00  1.7031254560717073e+01  2.8558690633195944e+01  1.4347138271783922e+02  3.7077849647248428e+02  1.6953267989149522e+03  5.7800027776029756e+03  2.6306701889424516e+04  1.0747438572436137e+05  5.0910933070041140e+05  2.3562010284362319e+06  1.1832129033177610e+07  1.3099252756572494e-01  4.8898301482476098e-01  -4.3140097620963887e-02  4.7394927036369487e-03  -4.4012453191680825e-04  2.8085393579678437e-05  -1.0126903689569194e-06  1.5331214664228909e-08  
-6.0901748728109518e-16  9.9999999999999933e-01  2.1417424726875883e-01  2.9467451900598691e+00  2.0588009724385792e+00  1.4717331316304183e+01  2.0557502162629682e+01  1.0744453148238917e+02  2.3558116020812230e+02  1.0654174686152494e+03  3.1465092276048399e+03  1.3611439231074037e+04  4.8976637172212184e+04  2.1466244679206848e+05  8.8385788467966497e+05  4.0409227355241007e+06  1.0312497568812076e-01  4.6075718791928427e-01  -2.8345363460669751e-02  7.1506589016783265e-03  -1.5297100805536955e-03  3.8904510022012530e-04  -7.0172694253998425e-05  4.5420207074552342e-06  
8.3373777635474177e-18  9.9999999999999978e-01  2.2992953301008040e-01  3.1215418959597865e+00  2.4015499113186078e+00  1.7470719861731997e+01  2.7445406649392659e+01  1.5081375227339757e+02  3.7792666680716724e+02  1.8574142880174795e+03  6.3487905610300459e+03  3.0789995634575462e+04  1.2972513610875295e+05  6.5525660830372351e+05  3.1994091107969596e+06  1.7266210443834808e+07  1.1342224445376367e-01  5.0356409649246647e-01  -3.8080218847118263e-02  1.5664198047492469e-03  -4.0413118592408504e-05  6.3781515684801220e-07  -5.6554446042508335e-09  2.1702882869788114e-11  
-1.5732616236270119e-16  1.0000000000000004e+00  -2.7822922555344604e-01  3.1806542981486574e+00  -2.9707629139362606e+00  1.8757767456451997e+01  -3.5444710861309879e+01  1.7754400709017020e+02  -5.2360324255736373e+02  2.4828434400526271e+03  -9.7404622351333837e+03  4.8001667437166288e+04  -2.2798375425430099e+05  1.2184182812173800e+06  -6.6571512309387531e+06  3.9107595691502854e+07  -1.3622229568263503e-01  5.0552837255888383e-01  4.5883387972194593e-02  2.2077307239683694e-03  6.5968305601238071e-05  1.2116321932251420e-06  1.2594658594408822e-08  5.6814119143233433e-11  
-4.9860181445484215e-17  1.0000000000000002e+00  8.4463757213910848e-02  3.0171215945766212e+00  8.5021905866726222e-01  1.5330683960946972e+01  9.0379760802856328e+00  1.1070130187456151e+02  1.1060815495324660e+02  1.0474457700575892e+03  1.5648925391558942e+03  1.2384609921285355e+04  2.5380973396452708e+04  1.7729143683600434e+05  4.6724599466143607e+05  3.0024484789654673e+06  4.2124019477224633e-02  5.0070177013880102e-01  -1.4055064328708870e-02  1.7921571906013724e-04  -1.2860999317852729e-06  5.3921153899134307e-09  -1.2406517628823382e-11  1.2165499494678312e-14  
-1.4106786245381031e-15  1.0000000000000000e+00  1.2653272991697234e-01  3.0362444115699598e+00  1.2816865004380149e+00  1.5713897600623342e+01  1.3797976761045998e+01  1.1754735940010384e+02  1.7243914017686595e+02  1.1755074878109308e+03  2.5165821297528832e+03  1.4994839804170922e+04  4.2591520659736794e+04  2.3594164392827763e+05  8.2856022629621765e+05  4.4587456671079220e+06  6.3021699866226313e-02  5.0102393061486894e-01  -2.1053583276420432e-02  4.9276083260306046e-04  -7.3002537925510317e-06  6.6682985431887900e-08  -3.4218856589653102e-10  7.5442640512427907e-13  
0.0000000000000000e+00  1.0000000000000000e+00  3.0189955569255461e-01  3.2087030967282608e+00  3.2475290516807171e+00  1.9386535699586833e+01  3.9367734030113098e+01  1.9094247053834701e+02  5.9683024432420200e+02  2.8056293136635941e+03  1.1506393239175426e+04  5.7193786633800912e+04  2.8122329291072849e+05  1.5306265115179436e+06  8.6069788670572545e+06  5.1671560426580548e+07  1.4782422553616487e-01  5.0566967211338720e-01  -4.9910475708972397e-02  2.7357177275693107e-03  -8.8993260420830401e-05  1.7386740856643147e-06  -1.9075017747472724e-08  9.0816617996289050e-11  
-6.3705592880557085e-17  1.0000000000000000e+00  -8.3856644862550109e-02  3.0163552085212855e+00  -8.4363870372514105e-01  1.5317813129539809e+01  -8.9606470967678078e+00  1.1049813773618384e+02  -1.0953866626051905e+02  1.0439774552247768e+03  -1.5475030200197893e+03  1.2318751008180321e+04  -2.5053092959572783e+04  1.7589486189921209e+05  -4.6018183141338656e+05  2.9694742931304406e+06  -4.1841664041110053e-02  5.0056455512759246e-01  1.3960987731028300e-02  1.9803034616840676e-04  1.6686119853261161e-06  8.4329110582080527e-09  2.3739355400574997e-11  2.8750012485174531e-14  
-1.5260422568161149e-17  1.0000000000000000e+00  -2.0685498689505255e-01  3.0903123073781567e+00  -2.1286711789120325e+00  1.6836417162436533e+01  -2.3696832237492419e+01  1.3851842327610424e+02  -3.1331476369748958e+02  1.5922069157811541e+03  -4.9686132406641073e+03  2.4194422505738774e+04  -9.4048122173000491e+04  4.6474510200127622e+05  -2.1064756312677199e+06  1.0890666942008898e+07  -1.0286694014242001e-01  5.0110871748015029e-01  3.4470312407559101e-02  1.5861557706298892e-03  5.0503605230829335e-05  1.0528460226976246e-06  1.2901229455370173e-08  6.9708712781475049e-11  
2.1763771855272358e-15  9.9999999999999978e-01  1.3732430292375200e-01  3.0439599623461664e+00  1.3956726487429270e+00  1.5863769004481743e+01  1.5115572706145734e+01  1.2020966704905449e+02  1.9067669719814330e+02  1.2259489718529460e+03  2.8199307636239437e+03  1.6052184019621332e+04  4.8578763509405893e+04  2.6070335053657283e+05  9.6654425730962376e+05  5.1072393791456558e+06  6.8283422806474842e-02  5.0150125406388257e-01  -2.2821041056757002e-02  5.2928795255165737e-04  -7.3268591227269625e-06  6.0679095815003241e-08  -2.7824769794464652e-10  5.4448701152049772e-13  
2.6305895545435476e-16  9.9999999999999967e-01  3.5868729753755307e-01  3.1256450577593684e+00  3.5116104612582864e+00  1.7883702884683323e+01  3.7286269016664356e+01  1.5858898973294799e+02  4.7235280684333861e+02  1.9527279113013335e+03  7.1811272024158425e+03  3.0792475915686889e+04  1.2940546405556817e+05  5.8871204025319126e+05  2.7178222635333519e+06  1.3169364759714678e+07  1.9262962353410079e-01  4.6747865571749087e-01  -6.4033048741972853e-02  1.1839966794264668e-02  -1.1972061695417521e-03  6.9873078544716182e-05  -2.3188676916375381e-06  3.4982855842430044e-08  
8.9161599007243694e-17  1.0000000000000000e+00  3.3247948933000404e-01  3.2395650051899714e+00  3.5875257355733563e+00  2.0081867038555867e+01  4.3904769708765514e+01  2.0534429440749108e+02  6.7583712745342268e+02  3.1338570974365612e+03  1.3257469436918191e+04  6.5776990432581777e+04  3.2851769928558695e+05  1.7886080543794683e+06  1.0101222902304325e+07  6.0438992151669621e+07  1.6372975146792473e-01  5.0423715914449874e-01  -5.5449509701696292e-02  3.7929010617671244e-03  -1.5444364082867657e-04  3.9113637895143245e-06  -5.7960267198139654e-08  3.8819295600452644e-10  
-7.3821444954253052e-17  9.9999999999999978e-01  -2.8015998822757188e-01  3.1865391580015574e+00  -3.0021498864491667e+00  1.8883871639107554e+01  -3.6040727113405069e+01  1.8033132784072967e+02  -5.3755585506818056e+02  2.5558153531994071e+03  -1.0141044437975857e+04  5.0313692372089943e+04  -2.4193503917867332e+05  1.3065982406029545e+06  -7.2380630903245471e+06  4.3093190428522617e+07  -1.3684699407926626e-01  5.0630685040930112e-01  4.6117135904103088e-02  2.1085644961092048e-03  5.4771791970644523e-05  8.3500270647699964e-07  6.9100897352484886e-09  2.3700104073805818e-11  
1.9248345306675018e-17  1.0000000000000004e+00  2.0233165779000950e-01  3.0159285932657243e+00  1.9783642161194823e+00  1.5603056118268700e+01  2.0417657784198184e+01  1.1812221679592719e+02  2.4371997088911863e+02  1.2072314386051830e+03  3.3906652750620951e+03  1.5756406977471310e+04  5.4608831328761175e+04  2.5146757145212666e+05  1.0080716339431226e+06  4.7431777295840252e+06  1.0422859688102581e-01  4.8284393033299872e-01  -3.4126003228216933e-02  4.7253948302467454e-03  -3.8820463576767046e-04  2.0748555825778705e-05  -6.2881299764762916e-07  8.5885166492448476e-09  
